t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4200558999999885,0,0,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.43895929999998773,0,0,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5617391000000339,0,0,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.420341099999996,0,0,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.3981332000000407,0,0,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4768059000000108,1,1,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.516894200000047,1,1,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.47916199999999665,1,1,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4184666000000107,0,0,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5254981000000157,1,1,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5125834000000055,1,1,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.48599820000000593,1,1,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5072251999999594,1,1,108,191114_112339,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5009109000000308,1,1,108,191114_112339,1
