t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6516539985297755,0,0,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7013695098937888,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6858935236502021,0,0,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.730786372634293,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6713788698854387,0,0,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7713774476644858,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7551579065263013,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7123455001373259,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6763961987589596,0,0,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.695779737084672,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7035072857713317,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7361125901221272,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7344708138037618,1,1,208,191203_115954,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7211214923364878,1,1,208,191203_115954,0
