t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,-0.20862000000000192,0,0,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,1,0.30707890000000193,0,0,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.35374629999999885,0,0,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.5727631999999986,0,0,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.8014059000000003,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7405922000000033,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7696490999999895,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7410847999999902,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.8267304999999908,0,0,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7045230000000032,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7147349999999989,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7264128,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7416621999999876,1,1,103,191111_094720,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7983767,1,1,103,191111_094720,0
