t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5067880999999886,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4779540999999995,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5264462999999978,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4988522000000103,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.45800899999999845,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.41064329999999816,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4477722000000256,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48269939999999567,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4968712000000096,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.43712000000001583,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49892349999998375,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5245184999999936,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.45771070000000125,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5015699999999811,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4709502999999927,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48769369999998846,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.44966130000002524,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5016156000000024,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49615769999999204,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4865186999999992,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.482359399999973,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5318170000000123,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4638748000000078,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.45202069999998573,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5325111000000163,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.3888839999999846,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48391560000001166,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4319664999999816,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48655129999999647,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5017733999999848,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48947090000000915,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.549699400000003,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4707336000000112,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.44524949999998287,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.555387200000007,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.47247610000001716,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4336398999999972,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4389344000000165,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.503351900000007,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4949407999999892,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5127836000000002,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.46671979999998714,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4282011000000182,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4598331000000201,0,0,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49462899999999765,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.500377199999997,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48943650000000505,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.47750570000001746,1,1,115,191121_151755,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49853640000000043,1,1,115,191121_151755,1
