t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6798828623263035,0,0,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7095441692942132,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7150557199505784,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.659650435866206,0,0,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7131654994085693,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.725343710805555,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7690738941563723,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7187134944766967,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6811255278884346,0,0,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7305312617499112,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7373365890340665,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6824473044911429,0,0,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7174890511209014,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6915539630632793,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7052770619758576,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6924517400429068,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.687826410821026,0,0,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7214846031246452,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6562344389027658,0,0,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.650470444026405,0,0,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7158468303583959,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7411263634432089,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7106130572327857,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.71261616656343,1,1,214,191203_141412,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7462036922633161,1,1,214,191203_141412,0
