t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5135566517097857,1,1,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.44857356414200356,0,0,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.52261572631013,1,1,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5219919297555237,1,1,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.46063349917869234,0,0,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48887184872125433,1,1,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48186035964499185,1,1,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.49942108203219393,1,1,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.501788664522303,1,1,101,191107_121006,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.47591039136812585,1,1,101,191107_121006,1
