t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7101479999999981,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6809704000000011,0,0,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7124135000000195,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6967898999999932,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7027511999999888,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6780451999999798,0,0,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7353981000000204,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7106383999999878,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6989603999999986,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7648957999999993,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6723279999999875,0,0,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7069059000000039,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7385728000000086,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.774477799999994,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7325863999999968,1,1,112,191118_153909,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7891479000000118,1,1,112,191118_153909,0
