t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5266769999999724,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48647349999995415,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.46151269999998024,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.46867440000002036,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.43611980000005135,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48670769999997676,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.46735050000003187,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4475493999999799,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.45142840000002027,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4613857999999823,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5107233000000179,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4329557000000023,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5595309999999586,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4110159000000181,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4273687000000109,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.45540340000004564,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4769948000000227,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4617803999999751,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4810354000000189,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4674672999999757,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5082989000000225,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.47202409999996464,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4637206000000106,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4856871000000297,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4548102000000199,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5499685999999656,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.45679820000000293,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4806003999999803,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.46646030000001704,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4646624999999972,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4634663999999816,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4714704000000097,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.43019169999998896,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4955984000000285,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.49264780000000885,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.49238379999999327,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4796799999999962,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4596666999999798,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4576138999999785,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.42426839999998267,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.428489699999966,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4537194999999997,0,0,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.49502299999996924,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48132270000004385,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5164334000000054,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5160658999999669,1,1,102,191108_152732,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.49742990000000875,1,1,102,191108_152732,1
