t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,-0.26608289999999213,0,0,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.4732355000000098,0,0,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.5841495000000038,0,0,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6685419000000025,0,0,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.815337699999995,0,0,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.752177999999995,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7165484000000021,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.713559699999999,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7295750999999996,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6838002999999958,0,0,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7738329999999906,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.666524000000004,0,0,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7542654999999968,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.731856600000009,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7197695000000067,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7356753999999995,1,1,106,191112_151216,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7156260000000089,1,1,106,191112_151216,0
