t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5089354587240905,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4522741757563381,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.42599153245205346,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4515786208188729,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4996136892322284,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5307736615344766,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47957415148962357,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5026719087360562,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4861665900740718,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47462037811501434,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5482385348990647,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5278158863858607,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.487364366787142,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5124887888988724,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5421136514543378,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5213541143517887,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5152967864027233,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.509239902897798,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.521890558319592,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4343337472588701,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.3973968912026976,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.48518570205728795,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4844217027361083,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4827092598140098,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4679737173566082,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4484479569352061,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5008701325599759,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.46761105101259093,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4981465794252472,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5003079108372731,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5087847921912726,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4490852897021341,0,0,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5211314478832719,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.48827858819699943,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4854554795951117,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4848497023557684,1,1,214,191203_141514,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47996081781266187,1,1,214,191203_141514,1
