t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.357441499999959,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4927326999999423,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4095235999999659,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4327485000000252,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5036053999999922,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.47212750000007875,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4838478000000578,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5219274000000041,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.41456680000001145,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5301560999999083,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.46275629999993273,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4850082000000612,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4819120999999541,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48683640000003836,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48578769999996896,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4078793999999789,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5249975999999151,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4876614000000018,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5063056000000415,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4853469999999561,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4643560999999409,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4905851999999641,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5255895000000465,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.47340820000001715,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5409980000000815,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4625853000000234,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4598387999999659,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5138830999999527,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.508469199999945,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4723175000000538,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48767169999998716,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4420286999999462,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.39515409999992246,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5115202999999383,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4491854000000558,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5184033999999201,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.491788299999962,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.455987899999991,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5240056999999979,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.49914630000002946,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5094660999999633,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.46564800000001016,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5314402000000428,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.45939969999997177,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5273750000000291,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.44791660000000777,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5235305000000153,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4681816999999683,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5217996999999969,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.524287900000013,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.45051000000003116,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.497487000000001,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5104177999999365,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.38626790000002986,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5183765999999196,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4843454999999267,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5228452999999945,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4186242999999422,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5243468999999777,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4540017000000717,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5145295000000033,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5076636000000235,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4873308999999836,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.39143309999999476,0,0,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.47606880000003005,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5143561000000091,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.504463199999941,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.470881600000007,1,1,107,191114_102110,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.48879629999989904,1,1,107,191114_102110,1
