t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6210524959066902,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.668401300619928,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6771995072008622,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6902412617933124,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6370098008714763,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6859217139169346,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7257358653584675,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7369065121661947,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6836270513296882,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6805337234956369,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6944150321510506,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.68380705100966,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6717181836121086,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6838434953893057,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7707735630692355,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6981434699671581,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6677244129343421,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7132532208831549,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7432531675499036,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7004865769127605,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6346653605949314,0,0,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7440958327185513,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7663415709482934,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.705359901582392,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7057590119839802,1,1,216,191203_140222,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7156945498763548,1,1,216,191203_140222,0
