t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6577956000000086,0,0,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.641540200000145,0,0,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6636649000000944,0,0,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7436259999998583,1,1,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6789201000000503,0,0,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7382102000000487,1,1,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6665795000002618,0,0,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6771716000002016,0,0,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7306096999999682,1,1,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7175191999998788,1,1,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7724262999999155,1,1,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.743962499999634,1,1,201,191203_111636,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7031114999998863,1,1,201,191203_111636,0
