t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,-1,-1,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5404168999999982,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5540820999999966,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5694497999999953,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,-1,-1,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4175794000000025,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4748796999999968,1,1,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4876130999999987,1,1,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5069643000000014,1,1,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5442789999999974,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.6059574999999967,0,0,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.512442999999999,1,1,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4905915000000022,1,1,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5055501000000021,1,1,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5018401999999981,1,1,116,191121_162857,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47063949999999866,1,1,116,191121_162857,1
