t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4254941000000031,0,0,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4877917999999909,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4419363000000033,0,0,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5081094000000036,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.478358300000005,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5014476000000002,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5106718000000058,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.5351741999999945,0,0,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.48499270000000083,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.49553360000001023,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4897513999999973,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.48721489999999223,1,1,109,191115_152837,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,0,1,0,0.4855541000000102,1,1,109,191115_152837,1
