t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7466518000000179,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.758711000000028,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7158757000000492,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6997208000000456,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.8160089999999741,0,0,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7008001000000036,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.730402300000003,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7151732000000038,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6750398000000019,0,0,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7462751999999796,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7028369000000453,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7473488000000202,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7568455000000199,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.646628200000032,0,0,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7465957999999887,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7542156999999975,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7433311000000004,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7111537999999996,1,1,119,200306_140329,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6903173999999922,1,1,119,200306_140329,0
