t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6169045032806025,0,0,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6167605035369889,0,0,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6541279926613243,0,0,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6660257492875644,0,0,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,1,0.6839652729508089,0,0,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7267745301786818,1,1,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7300109688693738,1,1,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.8030268390633865,1,1,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7663215709839278,1,1,205,191203_110313,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7533655940168501,1,1,205,191203_110313,0
