t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48892961968069815,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.517322902537012,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5451615197128149,0,0,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5309699893866991,0,0,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5564570551873885,0,0,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48539362596684443,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5259811093668759,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49334561183004555,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5099118046012109,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5420690807660776,0,0,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5013922641915315,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5218064501218805,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4887940643660841,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4630496656895048,0,0,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5293584366960659,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5157184609448905,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5203780082169033,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4738149798844461,1,1,210,191203_120247,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4878873993112848,1,1,210,191203_120247,1
