t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.5297875000000062,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6676924000000014,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.721105799999998,1,1,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6718013999999869,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6948020000000042,1,1,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6995519999999914,1,1,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6531548999999984,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6472607999999923,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.637363600000009,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6040587000000045,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6391080999999957,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.7101737000000071,1,1,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6557333999999969,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.5549951000000078,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6332865000000055,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6518823000000055,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.579854000000006,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6189096000000035,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6147525999999971,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6274676999999912,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6542690000000079,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6983887000000039,1,1,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6483979000000005,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6391626999999943,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.5631668999999931,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6234979999999922,0,0,108,191114_111939,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0,0.6680486000000144,0,0,108,191114_111939,0
