t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4885185000000064,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.508120999999997,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4997554000000065,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.45056980000000524,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5428788999999995,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.45630409999999133,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5111744000000101,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5173806000000042,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4949978000000016,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.49246410000000085,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5462371000000076,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4985476999999975,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5373875999999967,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4927250000000015,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4965044999999947,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4548928999999987,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.538441499999999,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4873989999999907,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5038910999999985,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5037982,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5052060000000097,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.44316550000001487,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5351022999999998,0,0,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.4816685000000064,1,1,111,191118_142903,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0,0.5230093000000068,1,1,111,191118_142903,1
