t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5319212160701682,0,0,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4573643934540087,0,0,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4624386111653621,0,0,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5305612172786823,0,0,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.4838141477206591,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.5114839009028401,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.48624481222705074,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.5421456514258353,0,0,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.5245465559586592,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.44575729265980046,0,0,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.48102126131461775,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.5114407898303398,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.5065963496921541,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.49442124940323995,1,1,203,191203_110455,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,1,0.4942830273038453,1,1,203,191203_110455,1
