t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.73830711333502,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6933325274150463,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7278234596491814,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6892377514247784,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6915934821753723,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6794999672101852,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.763991808077671,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7196232411031019,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7491818744237065,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6614892737807253,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7294858636402012,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6688815987522588,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.699497407234469,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6733896053923815,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6944718746370399,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6688195746489726,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6992690637204731,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6999007614347562,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6690637204822508,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6930255673625197,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7034136170165738,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6607781694119211,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7062908243042699,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6580570100273576,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.68242300122389,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6793814498153893,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6666119906418772,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6390744739605424,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6985389965685386,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6392202503561407,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7177826659618859,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6861543238701074,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6784909891224601,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6787537026809446,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6486032725022938,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7009425293350319,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6665191520159454,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6712645885036409,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6907200089757112,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6395485435397404,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6708055311278202,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6466165259075126,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6570116866052388,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6719508042195571,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6617883326735751,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6636372040324489,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6791681185047423,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.5829395000304146,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6827418130159174,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6884863511417564,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6991047195997112,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6768376714650458,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7243793441563412,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6805974382860086,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7025978222823938,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7094429919479183,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.662638102394277,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6682842710824503,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6964297819991089,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.659901140690431,0,0,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.708248336608358,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7216609501776589,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6938729667353357,1,1,101,191107_120738,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6719286809724793,0,0,101,191107_120738,0
