t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7598494999999957,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7025597999999974,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7472777000000065,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6596227000000084,0,0,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7551812999999982,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7173196999999988,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.6796186000000063,0,0,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7521836000000036,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7266100999999964,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7026073000000054,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7767014999999958,1,1,117,191122_110019,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,0,0,0.7914309000000032,1,1,117,191122_110019,0
