t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7195701,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6760522000000023,0,0,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7170281000000017,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7139989000000014,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7154136000000136,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6208222000000007,0,0,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6786734999999965,0,0,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7367058000000043,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.6963204999999931,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7538046999999978,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.718972400000007,1,1,111,191118_142829,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,1,1,0,0,0.7086911000000043,1,1,111,191118_142829,0
