t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5057144787300786,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4856651810395306,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5044175921460919,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.45853189594336075,0,0,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.45135857536288315,0,0,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5318237656469137,0,0,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5269304410125187,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.44756702654731273,0,0,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5039060375005647,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48793228812055534,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.532863763797559,0,0,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49389761084867134,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.48546029251510847,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5004669325029681,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4975322710537512,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.45100035377745373,0,0,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49692293880380023,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5258553318129998,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.514521574183982,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.5185273448404587,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4684598782936519,0,0,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.47250564887908697,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4986193802318667,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.4968638277977334,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49143228189850563,1,1,205,191203_110343,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,1,1,0,0.49676382797533736,1,1,205,191203_110343,1
