t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.4802715999999997,0,0,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.5518958999999996,0,0,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7996666999999974,1,1,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.5852888000000022,0,0,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6806427000000014,0,0,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.9198013999999987,0,0,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6241600999999989,0,0,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7528258999999992,1,1,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7237653000000052,1,1,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.789310100000003,1,1,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.807802199999999,1,1,116,191121_162825,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.719966700000002,1,1,116,191121_162825,0
