t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47254079999999876,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4936186999999933,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5651693999999964,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47360479999999827,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5064738999999975,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4879129000000063,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4598780000000119,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.46034209999999975,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5017291,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5133580999999993,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5499722000000077,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5435625000000016,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4526812999999891,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.45620619999999124,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4676026999999806,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4869243999999867,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.49429629999999636,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5545481999999936,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4740550999999812,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4885968999999989,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5084146999999973,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4915535000000034,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.46818840000002526,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4697447999999952,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.488673,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.48771980000000215,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5043281000000036,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5316399000000104,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.48799400000000903,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4820462999999734,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47282270000001747,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47074109999999225,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.44870529999999464,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.39440619999998605,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4623807999999997,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4900764000000152,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.503216400000008,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.495770999999985,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5130704999999921,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4625724999999875,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.07869020000000548,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4626352000000168,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5411377000000016,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4501595000000066,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.49879929999999606,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.49482380000000037,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.49384159999999044,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5072326000000033,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.44783729999999766,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4374731999999938,0,0,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5071983999999873,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4894049999999993,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4992048999999895,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47879740000001336,1,1,114,191120_161427,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4790258000000108,1,1,114,191120_161427,1
