t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4568822222222707,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.44866711111105817,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5151431111111379,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.45947955555552655,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.457638222222181,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4640186666666978,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4569502222222127,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47935911111110274,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.45309688888883104,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4923173333333125,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47330311111104495,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4372688888888888,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4883897777778202,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4604968888887925,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5128706666667086,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.46617022222224025,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.474197333333359,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.48063688888887557,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47135333333337714,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4631266666666761,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5122617777778032,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4559115555555536,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4842271111110904,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4611675555554712,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4778626666666469,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4769435555555447,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4461035555555327,0,0,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5129173333332574,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.4831560000000309,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.5094293333333099,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.48462844444454733,1,1,218,191203_150321,1
0.5,0.4,-0.3,0.5,0.1,0.5,0.03,0.5,0,1,0,0.47163155555554115,1,1,218,191203_150321,1
