t_max,y_ball,y_line,t_pretrial,t_windup,t_feedback,timing_tol,t_prep,ball_color,block_key,choice,t_choice,correct_choice,good_timing,id,datetime,block
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6854930000000025,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6876694999999927,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,-1,-1,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.6682219000000004,0,0,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7425447000000048,1,1,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7136843999999997,1,1,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.713307800000004,1,1,118,200110_143413,0
0.75,0.4,-0.3,0.5,0.1,0.5,0.06,0.5,0,0,0,0.7063973000000004,1,1,118,200110_143413,0
